27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,13567,27967,7167,22207,3967,10367,5567,16767,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
27,32127,29567,32447,31807,26367,31807,30847,31167,20000,20000,26737,25682
